;;;;;;;Human;Human;Human;Elenco;Elenco;Elenco;Espião Estatístico;Espião Estatístico;Espião Estatístico;UFMG;UFMG;UFMG;Chance de Gol;Chance de Gol;Chance de Gol;Five-Thirty-Eight;Five-Thirty-Eight;Five-Thirty-Eight;MaiaE0;MaiaE0;MaiaE0;Betting House;Betting House;Betting House
20/10/2021;19;Ceará;1;2;Palmeiras;A;0.27;0.32;0.41;0.358;0.28;0.362;;;;0.391;0.3218;0.2872;0.37;0.285;0.345;0.4;0.28;0.32;0.340968126284633;0.277621517521112;0.381410356194256;0.3384;0.3266;0.3348
11/09/2021;20;América-MG;2;0;Athletico-PR;H;0.39;0.32;0.29;0.39;0.28;0.33;0.45;0.29;0.26;0.4631;0.2111;0.3258;0.415;0.307;0.278;0.41;0.29;0.3;0.269586824433885;0.318201867647497;0.412211307918619;0.3921;0.2941;0.3137
11/09/2021;20;Juventude;1;2;Cuiabá;A;0.38;0.31;0.31;0.43;0.3;0.27;0.33;0.38;0.29;0.1859;0.5915;0.2226;0.379;0.311;0.309;0.44;0.32;0.24;0.331940988308399;0.345635706241799;0.322423305449802;0.4155;0.2922;0.2922
11/09/2021;20;Bragantino;1;2;Chapecoense;A;0.58;0.28;0.14;0.75;0.16;0.09;0.6;0.22;0.18;0.2831;0.5721;0.1448;0.641;0.228;0.131;0.61;0.23;0.16;0.702582316721673;0.190779638763432;0.106638044514895;0.6487;0.2075;0.1437
11/09/2021;20;Santos;0;0;Bahia;D;0.42;0.3;0.28;0.59;0.22;0.19;0.3547;0.2983;0.347;0.3855;0.3657;0.2488;0.417;0.25;0.333;0.49;0.26;0.25;0.543848694905478;0.228051786774334;0.228099518320187;0.4471;0.2845;0.2682
12/09/2021;20;Grêmio;2;0;Ceará;H;0.48;0.28;0.24;0.5;0.29;0.21;0.36;0.3;0.34;0.3048;0.4955;0.1997;0.433;0.287;0.28;0.49;0.29;0.22;0.488344521880319;0.271681335927374;0.239974142192307;0.483;0.2691;0.2478
12/09/2021;20;Palmeiras;1;3;Flamengo;A;0.37;0.3;0.33;0.47;0.24;0.29;0.3;0.27;0.43;0.3555;0.2742;0.3703;0.304;0.234;0.462;0.3;0.24;0.46;0.431604963896066;0.241908543052383;0.326486493051552;0.3262;0.2837;0.39
12/09/2021;20;Fortaleza;0;2;Atlético-MG;A;0.29;0.3;0.41;0.37;0.28;0.35;0.28;0.34;0.38;0.3001;0.4532;0.2467;0.345;0.272;0.383;0.28;0.27;0.44;0.365083609029038;0.267067811502878;0.367848579468084;0.2763;0.2763;0.4473
12/09/2021;20;Atlético-GO;1;1;Corinthians;D;0.31;0.32;0.37;0.36;0.33;0.31;0.35;0.33;0.32;0.175;0.4694;0.3556;0.379;0.312;0.309;0.36;0.32;0.32;0.35552885965439;0.327326209500536;0.317144930845075;0.3491;0.3142;0.3366
12/09/2021;20;Fluminense;2;1;São Paulo;H;0.41;0.31;0.28;0.48;0.29;0.23;0.38;0.28;0.34;0.2805;0.4452;0.2742;0.363;0.254;0.382;0.39;0.3;0.31;0.395852908447991;0.293811642282017;0.310335449269992;0.347;0.3123;0.3406
13/09/2021;20;Sport;0;1;Internacional;A;0.27;0.33;0.4;0.33;0.34;0.33;0.33;0.3;0.37;0.1703;0.5383;0.2914;0.218;0.298;0.483;0.3;0.31;0.39;0.234992231767719;0.316812549725477;0.448195218506805;0.2763;0.2763;0.4473
18/09/2021;21;Chapecoense;0;2;Palmeiras;A;0.16;0.26;0.58;0.28;0.25;0.47;0.25;0.29;0.46;0.2535;0.2106;0.5359;0.261;0.267;0.472;0.26;0.25;0.49;0.216418494363506;0.254907262362091;0.528674243274403;0.1874;0.2677;0.5448
18/09/2021;21;Athletico-PR;2;1;Juventude;H;0.48;0.29;0.23;0.59;0.24;0.17;0.38;0.31;0.31;0.29;0.4933;0.2167;0.453;0.29;0.257;0.49;0.3;0.21;0.508834538200022;0.293967291835491;0.197198169964488;0.4916;0.2747;0.2335
18/09/2021;21;Atlético-MG;3;0;Sport;H;0.75;0.18;0.07;0.66;0.25;0.09;0.58;0.26;0.15;0.4661;0.3511;0.1827;0.767;0.209;0.024;0.71;0.22;0.07;0.632069194014132;0.242997226988822;0.124933578997046;0.6493;0.2337;0.1168
18/09/2021;21;Ceará;0;0;Santos;D;0.42;0.32;0.26;0.45;0.28;0.27;0.41;0.3;0.29;0.3851;0.4733;0.1416;0.521;0.259;0.22;0.41;0.3;0.29;0.42188018810171;0.271675158628318;0.306444653269972;0.4471;0.2845;0.2682
18/09/2021;21;Bahia;1;1;Bragantino;D;0.39;0.31;0.3;0.37;0.25;0.38;0.37;0.29;0.34;0.2702;0.2657;0.4641;0.335;0.259;0.406;0.43;0.27;0.3;0.314701616724693;0.251935373463991;0.433363009811316;0.3225;0.2877;0.3897
19/09/2021;21;Internacional;1;0;Fortaleza;H;0.41;0.28;0.31;0.54;0.24;0.22;0.45;0.28;0.27;0.2807;0.4457;0.2736;0.46;0.258;0.282;0.5;0.27;0.23;0.529664490208772;0.255839203984192;0.214496305807036;0.4342;0.2828;0.2828
19/09/2021;21;São Paulo;2;1;Atlético-GO;H;0.4;0.33;0.27;0.53;0.28;0.19;0.45;0.31;0.24;0.2617;0.4162;0.3221;0.556;0.239;0.205;0.56;0.27;0.17;0.485570032851949;0.291496992412871;0.22293297473518;0.5333;0.2592;0.2074
19/09/2021;21;Corinthians;1;1;América-MG;D;0.44;0.31;0.25;0.58;0.26;0.16;0.4;0.29;0.31;0.2607;0.5341;0.2051;0.493;0.311;0.195;0.45;0.3;0.25;0.510316601155697;0.299133951445997;0.190549447398307;0.4469;0.3027;0.2502
19/09/2021;21;Flamengo;0;1;Grêmio;A;0.69;0.21;0.1;0.68;0.2;0.12;0.59;0.23;0.18;0.5768;0.1115;0.3117;0.664;0.196;0.14;0.68;0.2;0.12;0.573747722088243;0.223489734806976;0.202762543104781;0.5709;0.2451;0.1838
20/09/2021;21;Cuiabá;2;2;Fluminense;D;0.33;0.32;0.35;0.43;0.29;0.28;0.35;0.33;0.32;0.3766;0.3483;0.2751;0.364;0.288;0.348;0.345;0.3;0.355;0.439915021065158;0.298279677476131;0.261805301458711;0.4093;0.3138;0.2768
25/09/2021;22;Ceará;1;0;Chapecoense;H;0.51;0.29;0.2;0.58;0.25;0.17;0.49;0.25;0.25;0.326;0.5327;0.1413;0.553;0.257;0.189;0.56;0.26;0.18;0.570727918866813;0.251686303345617;0.17758577778757;0.514;0.2803;0.2056
25/09/2021;22;Corinthians;2;1;Palmeiras;H;0.29;0.34;0.37;0.42;0.28;0.3;0.34;0.31;0.35;0.257;0.4322;0.3108;0.274;0.314;0.412;0.34;0.3;0.36;0.345827078284791;0.294477773740415;0.359695147974795;0.3298;0.3078;0.3622
25/09/2021;22;São Paulo;0;0;Atlético-MG;D;0.28;0.32;0.4;0.32;0.3;0.38;0.32;0.28;0.4;0.2563;0.4308;0.3129;0.348;0.255;0.397;0.28;0.29;0.43;0.370397045774789;0.275919478912713;0.353683475312497;0.509;0.2618;0.229
26/09/2021;22;América-MG;1;1;Flamengo;D;0.21;0.26;0.53;0.26;0.26;0.48;0.28;0.25;0.47;0.2939;0.2753;0.4308;0.197;0.231;0.571;0.22;0.24;0.54;0.225767553104643;0.256648835300733;0.517583611594624;0.2027;0.2606;0.5366
26/09/2021;22;Fluminense;2;1;Bragantino;H;0.44;0.31;0.25;0.47;0.26;0.27;0.36;0.29;0.35;0.2597;0.4658;0.2745;0.411;0.27;0.319;0.43;0.28;0.29;0.368357714438869;0.275970998994179;0.355671286566952;0.38;0.2942;0.3257
26/09/2021;22;Internacional;2;0;Bahia;H;0.56;0.25;0.19;0.65;0.2;0.15;0.38;0.29;0.33;0.3773;0.4238;0.1989;0.557;0.23;0.213;0.53;0.26;0.21;0.604546674891935;0.220625493049002;0.174827832059063;0.4945;0.2614;0.2439
26/09/2021;22;Juventude;3;0;Santos;H;0.34;0.31;0.35;0.4;0.3;0.3;0.38;0.31;0.31;0.2694;0.4983;0.2323;0.416;0.286;0.297;0.34;0.31;0.35;0.340398244062053;0.298407839753306;0.36119391618464;0.3172;0.3034;0.3793
26/09/2021;22;Sport;0;1;Fortaleza;A;0.27;0.33;0.4;0.33;0.34;0.33;0.34;0.3;0.36;0.2715;0.3905;0.338;0.192;0.319;0.489;0.33;0.31;0.35;0.281083659570093;0.332561028292976;0.386355312136931;0.2866;0.3057;0.4076
26/09/2021;22;Athletico-PR;4;2;Grêmio;H;0.38;0.32;0.3;0.46;0.29;0.25;0.39;0.29;0.32;0.4466;0.2451;0.3083;0.325;0.306;0.369;0.38;0.3;0.31;0.396624372474238;0.299867833636951;0.30350779388881;0.3172;0.3034;0.3793
26/09/2021;22;Atlético-GO;0;0;Cuiabá;D;0.4;0.32;0.28;0.43;0.3;0.27;0.39;0.32;0.29;0.124;0.6362;0.2397;0.443;0.289;0.268;0.46;0.3;0.24;0.35930011034461;0.313538474180185;0.327161415475205;0.4357;0.2951;0.2691
02/10/2021;23;Fortaleza;0;3;Atlético-GO;A;0.56;0.26;0.18;0.55;0.26;0.19;0.51;0.28;0.2;0.3372;0.369;0.2938;0.523;0.269;0.208;0.51;0.28;0.21;0.461481359211551;0.294643756556545;0.243874884231904;0.5806;0.2493;0.1699
02/10/2021;23;Cuiabá;0;2;América-MG;A;0.41;0.32;0.27;0.49;0.29;0.22;0.41;0.28;0.31;0.2429;0.5596;0.1975;0.398;0.326;0.276;0.35;0.3;0.35;0.49102560313432;0.311263938742425;0.197710458123255;0.3406;0.3123;0.347
02/10/2021;23;Bragantino;2;2;Corinthians;D;0.33;0.3;0.37;0.47;0.27;0.26;0.34;0.31;0.35;0.1688;0.4685;0.3627;0.45;0.291;0.259;0.43;0.3;0.27;0.484436014802486;0.276439133298577;0.239124851898937;0.3391;0.3216;0.3391
02/10/2021;23;Atlético-MG;1;0;Internacional;H;0.52;0.25;0.23;0.6;0.24;0.16;0.46;0.28;0.26;0.4336;0.3597;0.2066;0.532;0.251;0.217;0.58;0.26;0.16;0.465706869059289;0.26381443340103;0.270478697539681;0.5333;0.2592;0.2074
03/10/2021;23;Flamengo;3;0;Athletico-PR;H;0.57;0.24;0.19;0.67;0.19;0.14;0.44;0.29;0.27;0.5662;0.0931;0.3407;0.707;0.179;0.114;0.67;0.2;0.13;0.580990188920376;0.222374125138496;0.196635685941128;0.6621;0.1951;0.1426
03/10/2021;23;Chapecoense;1;1;São Paulo;D;0.22;0.33;0.45;0.31;0.3;0.39;0.32;0.28;0.39;0.2324;0.297;0.4706;0.249;0.253;0.498;0.26;0.28;0.46;0.257210437340129;0.29405474016714;0.448734822492731;0.1985;0.2774;0.524
03/10/2021;23;Palmeiras;1;1;Juventude;D;0.54;0.26;0.2;0.65;0.21;0.14;0.48;0.28;0.24;0.3541;0.3455;0.3004;0.586;0.245;0.169;0.59;0.25;0.16;0.57585825779414;0.247011454633917;0.177130287571943;0.6222;0.2222;0.1555
03/10/2021;23;Grêmio;1;2;Sport;A;0.58;0.27;0.15;0.54;0.31;0.15;0.45;0.3;0.25;0.3031;0.4434;0.2534;0.627;0.291;0.082;0.58;0.28;0.14;0.584636721496642;0.276301276751379;0.139062001751979;0.637;0.2309;0.1319
27/10/2021;23;Santos;2;0;Fluminense;H;0.31;0.32;0.37;0.38;0.3;0.32;;;;;;;0.274;0.283;0.443;0.44;0.3;0.26;0.433456396375075;0.271440088095006;0.295103515529918;0.3491;0.3142;0.3366
27/10/2021;23;Bahia;1;1;Ceará;D;0.44;0.31;0.25;0.48;0.27;0.25;;;;;;;0.407;0.282;0.311;0.45;0.29;0.26;0.404665558085356;0.267683585951994;0.327650855962649;0.41;0.2857;0.3042
05/10/2021;24;Corinthians;3;1;Bahia;H;0.55;0.27;0.18;0.63;0.22;0.15;0.42;0.29;0.29;0.3729;0.457;0.1701;0.526;0.259;0.214;0.45;0.29;0.26;0.528945558678939;0.255205974206158;0.215848467114903;0.4908;0.2929;0.2162
06/10/2021;24;Ceará;0;0;Internacional;D;0.33;0.31;0.36;0.37;0.3;0.33;0.38;0.29;0.33;0.2983;0.5148;0.1868;0.341;0.28;0.379;0.37;0.3;0.33;0.333396984271248;0.291602147448204;0.375000868280548;0.3173;0.2962;0.3863
06/10/2021;24;Sport;3;1;Juventude;H;0.37;0.35;0.28;0.36;0.35;0.29;0.33;0.35;0.32;0.209;0.4766;0.3144;0.326;0.346;0.328;0.39;0.33;0.28;0.295938995615972;0.353001728614039;0.351059275769989;0.3577;0.2981;0.344
06/10/2021;24;Chapecoense;2;2;Atlético-MG;D;0.14;0.21;0.65;0.18;0.26;0.56;0.26;0.27;0.47;0.1192;0.4421;0.4387;0.154;0.25;0.596;0.15;0.23;0.62;0.201280910395814;0.252478776267588;0.546240313336598;0.163;0.2391;0.5978
06/10/2021;24;Atlético-GO;0;2;Athletico-PR;A;0.38;0.32;0.3;0.44;0.28;0.28;0.38;0.32;0.3;0.4232;0.4054;0.1714;0.485;0.276;0.239;0.38;0.3;0.32;0.37094717400441;0.308463662662266;0.320589163333324;0.3577;0.2981;0.344
06/10/2021;24;Bragantino;1;1;Flamengo;D;0.22;0.25;0.53;0.37;0.25;0.38;0.29;0.3;0.41;0.1723;0.4947;0.333;0.264;0.228;0.508;0.23;0.24;0.53;0.37701304784976;0.241230144521806;0.381756807628434;0.2662;0.292;0.4416
06/10/2021;24;Fluminense;0;2;Fortaleza;A;0.44;0.31;0.25;0.53;0.25;0.22;0.44;0.27;0.29;0.4101;0.3604;0.2295;0.441;0.265;0.294;0.44;0.28;0.28;0.465605451234459;0.27304656614903;0.261347982616511;0.4149;0.2973;0.2877
06/10/2021;24;América-MG;2;1;Palmeiras;H;0.28;0.33;0.39;0.35;0.28;0.37;0.32;0.32;0.35;0.3401;0.2752;0.3847;0.356;0.301;0.343;0.36;0.28;0.36;0.290284092964157;0.300108648296895;0.409607258738948;0.2687;0.2855;0.4457
06/10/2021;24;Grêmio;2;2;Cuiabá;D;0.49;0.28;0.23;0.49;0.28;0.23;0.35;0.33;0.32;0.1666;0.5104;0.323;0.495;0.286;0.219;0.58;0.26;0.16;0.47152406304088;0.288254380889658;0.240221556069462;0.5119;0.2889;0.199
07/10/2021;24;São Paulo;1;1;Santos;D;0.45;0.31;0.24;0.51;0.28;0.21;0.38;0.31;0.31;0.2807;0.5493;0.17;0.623;0.224;0.153;0.46;0.3;0.24;0.469341078631817;0.275554164446071;0.255104756922111;0.4729;0.3074;0.2195
09/10/2021;25;Fluminense;0;0;Atlético-GO;D;0.48;0.3;0.22;0.52;0.28;0.2;0.45;0.29;0.26;0.3396;0.3119;0.3484;0.476;0.272;0.252;0.49;0.29;0.22;0.454187977966665;0.293485793401225;0.252326228632109;0.4887;0.2901;0.221
09/10/2021;25;Atlético-MG;3;1;Ceará;H;0.61;0.25;0.14;0.66;0.23;0.11;0.45;0.36;0.19;0.5881;0.3181;0.0938;0.624;0.25;0.126;0.63;0.25;0.12;0.564806420207795;0.244728489812649;0.190465089979555;0.6457;0.2214;0.1328
09/10/2021;25;Sport;1;0;Corinthians;H;0.27;0.33;0.4;0.29;0.34;0.37;0.33;0.32;0.35;0.168;0.4324;0.3996;0.223;0.336;0.441;0.35;0.32;0.32;0.269602667891561;0.339882590035825;0.390514742072613;0.2475;0.2995;0.4529
09/10/2021;25;Fortaleza;0;3;Flamengo;A;0.28;0.28;0.44;0.32;0.26;0.42;0.33;0.31;0.36;0.236;0.4326;0.3314;0.266;0.233;0.501;0.25;0.26;0.49;0.29133046742173;0.247430549954699;0.461238982623571;0.2653;0.2814;0.4531
09/10/2021;25;Athletico-PR;0;2;Bahia;A;0.47;0.3;0.23;0.63;0.2;0.17;0.43;0.28;0.29;0.4935;0.3314;0.1751;0.467;0.256;0.277;0.46;0.27;0.27;0.560269424482924;0.237759979528699;0.201970595988377;0.4529;0.2995;0.2475
09/10/2021;25;Palmeiras;2;4;Bragantino;A;0.42;0.32;0.26;0.54;0.23;0.23;0.4;0.31;0.29;0.2642;0.3776;0.3582;0.444;0.266;0.29;0.5;0.26;0.24;0.477057237023903;0.253844339748284;0.269098423227813;0.5065;0.2726;0.2207
09/10/2021;25;Juventude;1;1;América-MG;D;0.34;0.33;0.33;0.43;0.29;0.28;0.37;0.29;0.34;0.258;0.5077;0.2343;0.327;0.303;0.37;0.37;0.3;0.33;0.395450287954329;0.317873517669839;0.286676194375832;0.3321;0.31;0.3577
10/10/2021;25;Internacional;5;2;Chapecoense;H;0.59;0.27;0.14;0.65;0.22;0.13;0.59;0.23;0.18;0.3801;0.4306;0.1892;0.633;0.228;0.139;0.62;0.23;0.15;0.66230292055573;0.216817778197485;0.120879301246785;0.605;0.2468;0.1481
10/10/2021;25;Santos;1;0;Grêmio;H;0.4;0.33;0.27;0.44;0.28;0.28;0.35;0.31;0.33;0.3721;0.3529;0.275;0.328;0.283;0.389;0.41;0.3;0.29;0.401843231098216;0.274235063338676;0.323921705563108;0.3591;0.3012;0.3395
11/10/2021;25;Cuiabá;0;0;São Paulo;D;0.3;0.33;0.37;0.42;0.3;0.28;0.28;0.29;0.43;0.2789;0.4076;0.3135;0.313;0.272;0.414;0.3;0.31;0.39;0.388389013758933;0.305990355578798;0.305620630662268;0.2477;0.3097;0.4424
12/10/2021;26;Bragantino;1;0;Atlético-GO;H;0.47;0.31;0.22;0.6;0.24;0.16;0.362;0.28;0.358;0.1887;0.5393;0.272;0.523;0.262;0.215;0.5;0.28;0.22;0.544187913391793;0.260192673399298;0.195619413208909;0.5294;0.2601;0.2103
12/10/2021;26;Bahia;0;0;Palmeiras;D;0.33;0.31;0.36;0.36;0.24;0.4;0.38;0.28;0.34;0.3777;0.2133;0.4089;0.359;0.254;0.387;0.38;0.27;0.35;0.315794999796122;0.247845206765323;0.436359793438555;0.2775;0.2862;0.4361
13/10/2021;26;Flamengo;3;1;Juventude;H;0.68;0.22;0.1;0.75;0.16;0.09;0.46;0.27;0.27;0.4529;0.2874;0.2596;0.762;0.158;0.08;0.73;0.18;0.08;0.686969285117918;0.187213263104339;0.125817451777744;0.7051;0.1929;0.1018
13/10/2021;26;Atlético-MG;3;1;Santos;H;0.63;0.24;0.13;0.68;0.21;0.11;0.5;0.3;0.2;0.5645;0.3117;0.1238;0.721;0.202;0.077;0.61;0.25;0.13;0.564302399701997;0.235254645281822;0.200442955016181;0.6306;0.2286;0.1406
13/10/2021;26;Chapecoense;1;1;Athletico-PR;D;0.28;0.34;0.38;0.35;0.26;0.39;0.28;0.32;0.4;0.3656;0.2861;0.3483;0.364;0.269;0.367;0.32;0.26;0.42;0.266372779780432;0.278704050941967;0.4549231692776;0.2758;0.28;0.444
13/10/2021;26;Fortaleza;1;0;Grêmio;H;0.42;0.32;0.26;0.49;0.27;0.24;0.4;0.32;0.28;0.4552;0.2012;0.3436;0.474;0.272;0.254;0.4;0.3;0.3;0.380314697692974;0.284060862073535;0.335624440233491;0.4457;0.2855;0.2687
13/10/2021;26;Corinthians;1;0;Fluminense;H;0.44;0.31;0.25;0.51;0.28;0.21;0.4;0.29;0.31;0.3219;0.4905;0.1876;0.444;0.287;0.268;0.46;0.3;0.24;0.448185146748432;0.292557043097084;0.259257810154484;0.4696;0.2861;0.2442
13/10/2021;26;Internacional;3;1;América-MG;H;0.52;0.3;0.18;0.56;0.26;0.18;0.4;0.3;0.3;0.2859;0.5309;0.1832;0.523;0.269;0.208;0.51;0.27;0.22;0.535541378944019;0.277515764306544;0.186942856749438;0.4552;0.2845;0.2601
14/10/2021;26;São Paulo;1;1;Ceará;D;0.45;0.33;0.22;0.5;0.3;0.2;0.46;0.33;0.21;0.3546;0.5389;0.1065;0.514;0.261;0.225;0.5;0.3;0.2;0.467872956542418;0.290910460603082;0.2412165828545;0.497;0.2756;0.2273
14/10/2021;26;Cuiabá;1;0;Sport;H;0.39;0.32;0.29;0.48;0.32;0.2;0.46;0.29;0.25;0.2323;0.4625;0.3052;0.482;0.332;0.186;0.4;0.33;0.27;0.484616711782762;0.323538411632814;0.191844876584424;0.4156;0.3153;0.2689
16/10/2021;27;Chapecoense;1;2;Fortaleza;A;0.29;0.32;0.39;0.35;0.27;0.38;0.34;0.27;0.39;0.2043;0.4239;0.3718;0.283;0.262;0.454;0.3;0.27;0.43;0.307449473965674;0.281951213903552;0.410599312130774;0.2273;0.2756;0.497
16/10/2021;27;América-MG;0;0;Bahia;D;0.38;0.32;0.3;0.51;0.26;0.23;0.49;0.29;0.22;0.4472;0.3183;0.2345;0.476;0.275;0.249;0.45;0.28;0.27;0.445052575393435;0.279335108106767;0.275612316499798;0.5052;0.2674;0.2273
17/10/2021;27;Palmeiras;1;0;Internacional;H;0.39;0.31;0.3;0.5;0.24;0.26;0.345;0.335;0.32;0.2125;0.4361;0.3514;0.38;0.257;0.363;0.41;0.27;0.31;0.430814530811486;0.267370672568395;0.301814796620119;0.4792;0.2678;0.2529
17/10/2021;27;Athletico-PR;0;1;Fluminense;A;0.36;0.33;0.31;0.47;0.27;0.26;0.44;0.27;0.29;0.3959;0.3455;0.2586;0.363;0.284;0.353;0.44;0.29;0.27;0.459816578655014;0.283304467321167;0.256878954023818;0.38;0.2942;0.3257
17/10/2021;27;Grêmio;3;2;Juventude;H;0.43;0.31;0.26;0.52;0.27;0.21;0.34;0.33;0.33;0.3392;0.459;0.2018;0.509;0.269;0.222;0.51;0.29;0.2;0.527226575341824;0.263571217961166;0.20920220669701;0.572;0.2615;0.1664
17/10/2021;27;Ceará;2;2;Bragantino;D;0.36;0.3;0.34;0.35;0.28;0.37;0.36;0.32;0.32;0.2633;0.5052;0.2315;0.349;0.281;0.37;0.42;0.29;0.29;0.34297081699458;0.276374870595066;0.380654312410353;0.38;0.2942;0.3257
17/10/2021;27;Atlético-GO;2;1;Atlético-MG;H;0.19;0.27;0.54;0.25;0.3;0.45;0.23;0.32;0.45;0.146;0.5771;0.2769;0.227;0.278;0.495;0.21;0.28;0.51;0.293051281142738;0.291185938066206;0.415762780791056;0.174;0.2437;0.5821
17/10/2021;27;Flamengo;0;0;Cuiabá;D;0.68;0.21;0.11;0.72;0.18;0.1;0.43;0.31;0.26;0.3053;0.3954;0.2993;0.743;0.172;0.085;0.77;0.17;0.06;0.622058907021019;0.219922223946259;0.158018869032723;0.7029;0.1827;0.1142
17/10/2021;27;Sport;0;0;Santos;D;0.34;0.35;0.31;0.38;0.34;0.28;0.44;0.29;0.27;0.3455;0.3762;0.2783;0.399;0.336;0.265;0.35;0.32;0.32;0.305363457955644;0.321754342318939;0.372882199725416;0.3257;0.2942;0.38
18/10/2021;27;São Paulo;1;0;Corinthians;H;0.31;0.33;0.36;0.39;0.32;0.29;0.39;0.37;0.23;0.1793;0.5741;0.2466;0.373;0.292;0.334;0.49;0.31;0.2;0.414925987880032;0.310337979070353;0.274736033049615;0.4264;0.2957;0.2778
23/10/2021;28;Santos;0;2;América-MG;A;0.39;0.33;0.28;0.46;0.29;0.25;0.3596;0.277;0.3634;0.2433;0.5834;0.1733;0.323;0.313;0.364;0.45;0.29;0.25;0.465329544189619;0.293308859959661;0.241361595850719;0.4432;0.2908;0.2659
23/10/2021;28;Juventude;0;0;Ceará;D;0.37;0.32;0.31;0.45;0.28;0.27;0.43;0.29;0.28;0.3154;0.5346;0.15;0.365;0.277;0.358;0.38;0.3;0.32;0.400848539820469;0.280532544667948;0.318618915511583;0.4432;0.2908;0.2659
23/10/2021;28;Fluminense;3;1;Flamengo;H;0.28;0.32;0.4;0.3;0.28;0.42;0.31;0.3;0.39;0.313;0.366;0.321;0.179;0.226;0.595;0.22;0.26;0.52;0.290094157624195;0.253346736690034;0.456559105685771;0.4432;0.2908;0.2659
23/10/2021;28;Fortaleza;3;0;Athletico-PR;H;0.47;0.31;0.22;0.51;0.25;0.24;0.47;0.29;0.24;0.4389;0.2587;0.3024;0.508;0.261;0.23;0.47;0.29;0.24;0.401091194338494;0.290362778744355;0.308546026917151;0.5223;0.2686;0.2089
24/10/2021;28;Atlético-MG;2;1;Cuiabá;H;0.62;0.24;0.14;0.66;0.22;0.12;0.51;0.33;0.16;0.4102;0.4482;0.1416;0.692;0.222;0.085;0.71;0.21;0.08;0.519674771875093;0.27284613943812;0.207479088686788;0.6227;0.2335;0.1437
24/10/2021;28;Internacional;2;2;Corinthians;D;0.46;0.3;0.24;0.48;0.28;0.24;0.43;0.34;0.23;0.356;0.4301;0.2138;0.495;0.271;0.234;0.43;0.3;0.26;0.490914296008863;0.283050172328177;0.22603553166296;0.5841;0.2459;0.1699
24/10/2021;28;Bragantino;1;0;São Paulo;H;0.39;0.33;0.28;0.53;0.26;0.21;0.32;0.31;0.37;0.2663;0.5474;0.1863;0.449;0.254;0.296;0.38;0.3;0.32;0.491293095098187;0.267469387351334;0.241237517550479;0.4953;0.2863;0.2182
24/10/2021;28;Bahia;3;0;Chapecoense;H;0.53;0.29;0.18;0.57;0.23;0.2;0.52;0.26;0.22;0.3663;0.4139;0.2198;0.527;0.245;0.228;0.59;0.24;0.17;0.559863834437621;0.236423857998494;0.203712307563884;0.4953;0.2863;0.2182
25/10/2021;28;Atlético-GO;2;0;Grêmio;H;0.36;0.34;0.3;0.44;0.3;0.26;0.39;0.32;0.29;0.4504;0.3067;0.2429;0.434;0.288;0.278;0.34;0.31;0.35;0.365122942841934;0.305848186611836;0.329028870546231;0.4229;0.2907;0.2862
25/10/2021;28;Palmeiras;2;1;Sport;H;0.56;0.28;0.16;0.61;0.25;0.14;0.55;0.27;0.18;0.3534;0.3097;0.3369;0.627;0.276;0.097;0.55;0.27;0.18;0.60850464301778;0.255137607135011;0.136357749847209;0.5841;0.2459;0.1699
30/10/2021;29;Athletico-PR;0;1;Santos;A;0.43;0.31;0.26;0.5;0.26;0.24;0.44;0.28;0.28;0.3261;0.3948;0.2791;0.492;0.274;0.233;0.43;0.3;0.27;0.454178560523498;0.277724242502886;0.268097196973615;0.4265;0.3127;0.2606
30/10/2021;29;Flamengo;1;0;Atlético-MG;H;0.38;0.32;0.3;0.5;0.25;0.25;0.38;0.3;0.32;0.3331;0.3466;0.3203;0.443;0.234;0.323;0.46;0.26;0.28;0.533313922544712;0.22194117160382;0.244744905851469;0.4531;0.2814;0.2653
30/10/2021;29;Juventude;0;0;Bahia;D;0.35;0.33;0.32;0.46;0.27;0.27;0.39;0.31;0.3;0.2989;0.4882;0.2128;0.371;0.269;0.36;0.39;0.3;0.31;0.432426131672349;0.267711427920154;0.299862440407497;0.3559;0.3109;0.3331
