;;;;;;;Human;Human;Human;Elenco;Elenco;Elenco;Espião Estatístico;Espião Estatístico;Espião Estatístico;UFMG;UFMG;UFMG;Chance de Gol;Chance de Gol;Chance de Gol;Five-Thirty-Eight;Five-Thirty-Eight;Five-Thirty-Eight;MaiaE0;MaiaE0;MaiaE0;Betting House;Betting House;Betting House
30/10/2021;29;América-MG;2;1;Fortaleza;H;0.36;0.31;0.33;0.42;0.29;0.29;0.37;0.31;0.32;0.319;0.3629;0.3181;0.406;0.296;0.298;0.39;0.3;0.31;0.393912915490133;0.309471128192215;0.296615956317652;0.3651;0.3103;0.3244
31/10/2021;29;Grêmio;1;3;Palmeiras;A;0.31;0.33;0.36;0.38;0.27;0.35;0.32;0.36;0.32;0.2941;0.3628;0.3431;0.352;0.271;0.376;0.4;0.28;0.32;0.388023976891221;0.270015169063449;0.34196085404533;0.3372;0.2991;0.3636
31/10/2021;29;Ceará;1;0;Fluminense;H;0.37;0.32;0.31;0.39;0.31;0.3;0.4;0.31;0.29;0.3465;0.4834;0.1701;0.384;0.298;0.318;0.43;0.3;0.27;0.409556486998748;0.292120568180814;0.298322944820437;0.3843;0.318;0.2975
31/10/2021;29;São Paulo;1;0;Internacional;H;0.39;0.32;0.29;0.41;0.3;0.29;0.41;0.33;0.26;0.2838;0.5519;0.1643;0.415;0.262;0.323;0.46;0.3;0.24;0.372458623200865;0.299355156871654;0.328186219927481;0.479;0.2874;0.2335
31/10/2021;29;Sport;2;0;Atlético-GO;H;0.35;0.32;0.33;0.34;0.37;0.29;0.41;0.31;0.28;0.2795;0.3837;0.3368;0.242;0.356;0.402;0.41;0.32;0.26;0.292578755981445;0.360925606158945;0.34649563785961;0.3843;0.318;0.2975
01/11/2021;29;Cuiabá;1;0;Bragantino;H;0.3;0.32;0.38;0.38;0.28;0.34;0.33;0.3;0.37;0.2076;0.514;0.2784;0.299;0.293;0.408;0.34;0.29;0.37;0.346357272254712;0.298901707860566;0.354741019884722;0.2987;0.2987;0.4025
01/11/2021;29;Corinthians;1;0;Chapecoense;H;0.6;0.25;0.15;0.69;0.2;0.11;0.73;0.17;0.09;0.416;0.3824;0.2015;0.64;0.229;0.131;0.53;0.26;0.21;0.62479471753286;0.233453902313428;0.141751380153712;0.6838;0.2066;0.1094
06/11/2021;30;Corinthians;1;0;Fortaleza;H;0.47;0.29;0.24;0.52;0.26;0.22;0.43;0.27;0.3;0.3582;0.3243;0.3175;0.454;0.278;0.268;0.42;0.31;0.27;0.462026020095062;0.286918395097814;0.251055584807125;0.4317;0.2968;0.2713
06/11/2021;30;Internacional;1;0;Grêmio;H;0.47;0.33;0.2;0.59;0.23;0.18;0.43;0.29;0.27;0.3601;0.4685;0.1714;0.486;0.261;0.253;0.44;0.28;0.28;0.52467258414928;0.254968463661494;0.220358952189226;0.4407;0.296;0.2631
06/11/2021;30;Fluminense;1;0;Sport;H;0.52;0.31;0.17;0.51;0.31;0.18;0.59;0.24;0.17;0.4591;0.3488;0.1921;0.579;0.296;0.125;0.48;0.3;0.22;0.516406977086427;0.300484734374476;0.183108288539098;0.5844;0.2597;0.1558
07/11/2021;30;Santos;0;2;Palmeiras;A;0.25;0.33;0.42;0.36;0.27;0.37;0.34;0.28;0.38;0.3101;0.3513;0.3386;0.288;0.273;0.439;0.34;0.29;0.37;0.357645124269859;0.268559574010216;0.373795301719925;0.2751;0.3026;0.4222
07/11/2021;30;Atlético-MG;1;0;América-MG;H;0.57;0.28;0.15;0.66;0.22;0.12;0.51;0.28;0.21;0.4968;0.2658;0.2374;0.556;0.271;0.173;0.63;0.24;0.14;0.567366459974513;0.251465292108933;0.181168247916553;0.6322;0.2276;0.14
07/11/2021;30;Bragantino;0;2;Athletico-PR;A;0.46;0.32;0.22;0.61;0.21;0.18;0.39;0.29;0.32;0.4776;0.3465;0.1759;0.571;0.241;0.188;0.44;0.27;0.29;0.543717691100835;0.24876930896933;0.207512999929835;0.4927;0.2817;0.2254
07/11/2021;30;Bahia;1;0;São Paulo;H;0.42;0.31;0.27;0.39;0.31;0.3;0.39;0.3;0.31;0.3215;0.4602;0.2183;0.351;0.277;0.372;0.37;0.32;0.31;0.361365337614726;0.288993144700773;0.349641517684501;0.303;0.3134;0.3835
07/11/2021;30;Ceará;1;0;Cuiabá;H;0.41;0.34;0.25;0.42;0.31;0.27;0.37;0.33;0.3;0.1959;0.6616;0.1425;0.447;0.333;0.22;0.51;0.3;0.19;0.382676959417738;0.332548024682353;0.284775015899909;0.4729;0.3074;0.2195
08/11/2021;30;Chapecoense;2;2;Flamengo;D;0.15;0.23;0.62;0.17;0.22;0.61;0.15;0.27;0.58;0.1026;0.4855;0.4119;0.159;0.202;0.639;0.16;0.21;0.63;0.160425865632925;0.206082754326907;0.633491380040168;0.1214;0.2277;0.6507
23/11/2021;30;Atlético-GO;1;1;Juventude;D;0.47;0.29;0.24;0.43;0.31;0.26;0.44;0.31;0.25;;;;0.45;0.3;0.25;0.41;0.32;0.27;0.401781443761917;0.322854554323497;0.275364001914586;0.4233;0.3104;0.2661
04/11/2021;31;Cuiabá;0;0;Chapecoense;D;0.47;0.33;0.2;0.61;0.24;0.15;;;;;;;0.571;0.266;0.163;0.52;0.27;0.21;0.59534601767501;0.258319934756995;0.146334047567995;0.5634;0.2494;0.187
09/11/2021;31;Grêmio;1;0;Fluminense;H;0.37;0.3;0.33;0.41;0.29;0.3;0.3402;0.34;0.3198;0.3644;0.314;0.3216;0.37;0.281;0.349;0.44;0.29;0.27;0.455131205486644;0.276790187752826;0.26807860676053;0.4324;0.3171;0.2503
10/11/2021;31;Athletico-PR;2;1;Ceará;H;0.53;0.29;0.18;0.5;0.27;0.23;0.54;0.25;0.21;0.2543;0.4584;0.2873;0.413;0.293;0.294;0.47;0.29;0.24;0.459812619500622;0.287371219629164;0.252816160870214;0.4713;0.3041;0.2244
10/11/2021;31;Santos;2;0;Bragantino;H;0.34;0.3;0.36;0.38;0.28;0.34;0.35;0.26;0.39;0.2372;0.4519;0.3108;0.277;0.272;0.451;0.42;0.29;0.29;0.36484024733131;0.268585563678003;0.366574188990687;0.3783;0.2955;0.3261
10/11/2021;31;Atlético-MG;3;0;Corinthians;H;0.57;0.27;0.16;0.57;0.26;0.17;0.59;0.27;0.14;0.5234;0.3206;0.1559;0.599;0.249;0.152;0.56;0.28;0.16;0.522448257303615;0.262520839187328;0.215030903509057;0.587;0.2779;0.135
10/11/2021;31;Palmeiras;4;0;Atlético-GO;H;0.59;0.26;0.15;0.63;0.22;0.15;0.65;0.21;0.14;0.4464;0.2545;0.2991;0.529;0.261;0.209;0.62;0.24;0.14;0.570736748182754;0.253265646108463;0.175997605708783;0.6578;0.2368;0.1052
10/11/2021;31;Fortaleza;1;1;São Paulo;D;0.44;0.3;0.26;0.46;0.29;0.25;0.37;0.3;0.33;0.4126;0.3331;0.2543;0.402;0.273;0.325;0.37;0.32;0.31;0.39534841221209;0.301010936080921;0.303640651706989;0.3939;0.3151;0.2909
10/11/2021;31;Sport;2;3;América-MG;A;0.32;0.33;0.35;0.37;0.35;0.28;0.4;0.29;0.31;0.2619;0.4543;0.2838;0.251;0.372;0.377;0.35;0.31;0.34;0.30529355320783;0.362255264015882;0.332451182776288;0.3125;0.3125;0.375
10/11/2021;31;Juventude;2;1;Internacional;H;0.27;0.31;0.42;0.34;0.28;0.38;0.39;0.31;0.3;0.2697;0.5363;0.194;0.271;0.265;0.464;0.36;0.3;0.34;0.286886884313639;0.2892761028251;0.42383701286126;0.2768;0.3138;0.4093
11/11/2021;31;Flamengo;3;0;Bahia;H;0.6;0.24;0.16;0.73;0.17;0.1;0.52;0.27;0.21;0.3946;0.3559;0.2495;0.658;0.199;0.142;0.59;0.24;0.17;0.700341448302096;0.172097294771599;0.127561256926305;0.6866;0.1966;0.1167
13/11/2021;32;Atlético-GO;0;0;Santos;D;0.35;0.33;0.32;0.41;0.31;0.28;0.37;0.32;0.31;0.2901;0.5078;0.2021;0.475;0.292;0.233;0.38;0.31;0.3;0.382599401148142;0.303463360866324;0.313937237985534;0.3875;0.3062;0.3062
13/11/2021;32;América-MG;3;1;Grêmio;H;0.46;0.3;0.24;0.49;0.28;0.23;0.52;0.28;0.2;0.5588;0.2198;0.2214;0.499;0.279;0.222;0.4;0.29;0.31;0.409545181448577;0.295499880186544;0.294954938364879;0.3835;0.3031;0.3132
13/11/2021;32;Internacional;2;1;Athletico-PR;H;0.53;0.26;0.21;0.56;0.24;0.2;0.45;0.3;0.25;0.4742;0.3265;0.1993;0.537;0.251;0.212;0.46;0.28;0.26;0.513861660018387;0.266875206637462;0.219263133344151;0.5181;0.2664;0.2153
13/11/2021;32;Bragantino;3;0;Fortaleza;H;0.43;0.31;0.26;0.53;0.24;0.23;0.39;0.27;0.34;0.3824;0.3194;0.2982;0.475;0.257;0.268;0.39;0.28;0.33;0.53864829607186;0.246577920064376;0.214773783863765;0.4851;0.2782;0.2365
13/11/2021;32;Corinthians;3;2;Cuiabá;H;0.56;0.28;0.16;0.52;0.29;0.19;0.48;0.29;0.23;0.2988;0.4983;0.2028;0.493;0.33;0.177;0.55;0.29;0.16;0.41680570559939;0.340249434874512;0.242944859526098;0.5961;0.2431;0.1606
14/11/2021;32;São Paulo;0;4;Flamengo;A;0.29;0.3;0.41;0.3;0.29;0.41;0.34;0.3;0.36;0.2439;0.5388;0.2173;0.309;0.245;0.446;0.34;0.29;0.37;0.328096966680879;0.270212218507025;0.401690814812096;0.292;0.2831;0.4247
14/11/2021;32;Fluminense;2;1;Palmeiras;H;0.27;0.31;0.42;0.38;0.27;0.35;0.32;0.33;0.35;0.3715;0.3162;0.3123;0.352;0.272;0.376;0.35;0.29;0.36;0.34026626597465;0.277967016510282;0.381766717515067;0.2831;0.292;0.4247
14/11/2021;32;Ceará;2;1;Sport;H;0.51;0.3;0.19;0.46;0.33;0.21;0.51;0.27;0.22;0.4677;0.4014;0.1309;0.556;0.304;0.139;0.52;0.29;0.19;0.510950484583865;0.300860925375058;0.188188590041077;0.5027;0.2906;0.2066
14/11/2021;32;Chapecoense;0;2;Juventude;A;0.34;0.36;0.3;0.4;0.28;0.32;0.3;0.29;0.41;0.3074;0.4777;0.2149;0.383;0.269;0.348;0.31;0.28;0.41;0.34333673556529;0.291332596383774;0.365330668050937;0.3062;0.3062;0.3875
02/12/2021;32;Bahia;2;3;Atlético-MG;A;0.23;0.21;0.56;0.24;0.27;0.49;;;;;;;0.217;0.255;0.528;0.34;0.29;0.37;0.28313298181312;0.257460112101698;0.459406906085183;0.2027;0.2606;0.5366
16/11/2021;33;Athletico-PR;0;1;Atlético-MG;A;0.16;0.25;0.59;0.29;0.27;0.44;0.33;0.29;0.37;0.3301;0.3137;0.3562;0.23;0.254;0.516;0.28;0.28;0.44;0.350361084548964;0.275392731240982;0.374246184210053;0.2172;0.2687;0.514
16/11/2021;33;Grêmio;3;0;Bragantino;H;0.46;0.29;0.25;0.38;0.27;0.35;0.36;0.31;0.33;0.3116;0.3816;0.3068;0.328;0.266;0.406;0.45;0.27;0.28;0.386513154073261;0.268005424841915;0.345481421084824;0.4916;0.2747;0.2335
17/11/2021;33;Santos;2;0;Chapecoense;H;0.58;0.25;0.17;0.6;0.24;0.16;0.58;0.21;0.21;0.3766;0.4017;0.2216;0.523;0.268;0.208;0.58;0.26;0.16;0.617978402039876;0.230830500374254;0.15119109758587;0.6515;0.2233;0.125
17/11/2021;33;América-MG;0;0;Atlético-GO;D;0.53;0.28;0.19;0.52;0.28;0.2;0.58;0.24;0.18;0.4689;0.3143;0.2168;0.513;0.289;0.198;0.52;0.27;0.2;0.470959819162222;0.30667342503575;0.222366755802028;0.5225;0.2893;0.1881
17/11/2021;33;Cuiabá;1;0;Internacional;H;0.3;0.34;0.36;0.38;0.3;0.32;0.35;0.32;0.33;0.3637;0.4267;0.2096;0.31;0.301;0.389;0.35;0.29;0.36;0.338809051246032;0.317154984583037;0.344035964170931;0.3125;0.3125;0.375
17/11/2021;33;Fortaleza;0;4;Ceará;A;0.41;0.32;0.27;0.51;0.27;0.22;0.4;0.26;0.33;0.1873;0.456;0.3567;0.361;0.295;0.343;0.49;0.28;0.23;0.440642864712556;0.283551775501616;0.275805359785827;0.4452;0.2876;0.2671
17/11/2021;33;Palmeiras;0;2;São Paulo;A;0.52;0.28;0.2;0.6;0.24;0.16;0.49;0.27;0.24;0.3455;0.3437;0.3108;0.427;0.273;0.3;0.46;0.29;0.25;0.540330087007743;0.257818621320343;0.201851291671914;0.4689;0.2842;0.2468
17/11/2021;33;Juventude;1;0;Fluminense;H;0.37;0.3;0.33;0.4;0.3;0.3;0.4;0.3;0.3;0.4107;0.4037;0.1856;0.349;0.289;0.362;0.4;0.31;0.29;0.397386748760729;0.297814001153304;0.304799250085967;0.3747;0.323;0.3022
17/11/2021;33;Flamengo;1;0;Corinthians;H;0.56;0.26;0.18;0.65;0.21;0.14;0.56;0.26;0.18;0.3741;0.3502;0.2757;0.649;0.205;0.146;0.62;0.24;0.14;0.622602140693129;0.215261608596692;0.162136250710179;0.5951;0.2491;0.1557
18/11/2021;33;Sport;1;0;Bahia;H;0.36;0.31;0.33;0.41;0.32;0.27;0.39;0.32;0.29;0.3284;0.3865;0.2851;0.323;0.319;0.358;0.34;0.31;0.35;0.353438156542721;0.311142800133375;0.335419043323904;0.3483;0.3033;0.3483
28/10/2021;34;Bragantino;3;0;Sport;H;0.52;0.28;0.2;0.62;0.25;0.13;;;;;;;0.646;0.259;0.095;0.53;0.28;0.19;0.616381756475332;0.248972535205026;0.134645708319642;0.6227;0.2335;0.1437
20/11/2021;34;Atlético-MG;2;0;Juventude;H;0.67;0.22;0.11;0.7;0.2;0.1;0.59;0.25;0.16;0.676;0.2254;0.0986;0.707;0.202;0.09;0.65;0.24;0.11;0.603966333066358;0.232851835924248;0.163181831009395;0.7404;0.1648;0.0947
20/11/2021;34;Fortaleza;1;0;Palmeiras;H;0.4;0.31;0.29;0.37;0.25;0.38;0.41;0.3;0.29;0.3223;0.281;0.3967;0.356;0.256;0.388;0.355;0.365;0.28;0.323851265340106;0.265718665977664;0.410430068682231;0.3474;0.2986;0.3539
20/11/2021;34;Chapecoense;1;3;Grêmio;A;0.25;0.29;0.46;0.34;0.28;0.38;0.32;0.28;0.4;0.4139;0.2646;0.3215;0.313;0.265;0.422;0.24;0.26;0.5;0.262262312272592;0.27195672923329;0.465780958494118;0.167;0.2379;0.5949
20/11/2021;34;Atlético-GO;1;1;Ceará;D;0.38;0.32;0.3;0.39;0.32;0.29;0.45;0.29;0.25;0.2921;0.5845;0.1234;0.364;0.31;0.326;0.4;0.31;0.29;0.369283246104038;0.317660424234654;0.313056329661308;0.3884;0.3107;0.3007
20/11/2021;34;Internacional;1;2;Flamengo;A;0.37;0.3;0.33;0.33;0.27;0.4;0.29;0.3;0.41;0.2918;0.4611;0.2471;0.301;0.237;0.462;0.26;0.26;0.48;0.374592194177131;0.255419302158831;0.369988503664038;0.2936;0.2726;0.4337
21/11/2021;34;Corinthians;2;0;Santos;H;0.52;0.28;0.2;0.52;0.28;0.2;0.48;0.28;0.24;0.3862;0.3487;0.2651;0.543;0.285;0.172;0.49;0.31;0.2;0.451225464850308;0.290615310798389;0.258159224351304;0.5576;0.2527;0.1895
21/11/2021;34;Fluminense;2;0;América-MG;H;0.39;0.32;0.29;0.47;0.29;0.24;0.43;0.29;0.28;0.3563;0.4187;0.225;0.423;0.301;0.275;0.4;0.3;0.3;0.425940509373629;0.303529540308784;0.270529950317587;0.4228;0.2973;0.2798
21/11/2021;34;Bahia;0;0;Cuiabá;D;0.44;0.31;0.25;0.43;0.29;0.28;0.39;0.36;0.25;0.303;0.5005;0.1965;0.414;0.316;0.27;0.53;0.29;0.18;0.375672265158247;0.308129842000012;0.316197892841741;0.5078;0.2684;0.2237
24/11/2021;34;São Paulo;0;0;Athletico-PR;D;0.52;0.27;0.21;0.47;0.29;0.24;0.44;0.32;0.24;0.485;0.289;0.226;0.502;0.269;0.229;0.49;0.3;0.21;0.441586306632706;0.29986728655282;0.258546406814475;0.5362;0.276;0.1876
23/11/2021;35;Palmeiras;2;2;Atlético-MG;D;0.24;0.28;0.48;0.37;0.27;0.36;0.31;0.33;0.36;0.2341;0.1354;0.6305;0.303;0.26;0.437;0.33;0.28;0.38;0.43333684338957;0.257148089729797;0.309515066880633;0.2676;0.2754;0.4569
24/11/2021;35;Fluminense;1;0;Internacional;H;0.46;0.3;0.24;0.44;0.29;0.27;0.5;0.28;0.22;0.5391;0.3242;0.1367;0.387;0.281;0.332;0.39;0.29;0.31;0.371816122913765;0.292081515179856;0.336102361906379;0.4276;0.3035;0.2688
25/11/2021;35;Santos;2;0;Fortaleza;H;0.41;0.29;0.3;0.46;0.28;0.26;0.38;0.26;0.35;0.4091;0.2478;0.343;0.383;0.287;0.33;0.42;0.31;0.27;0.476618695280748;0.272105699203907;0.251275605515345;0.4063;0.292;0.3015
25/11/2021;35;Ceará;2;1;Corinthians;H;0.43;0.31;0.26;0.4;0.3;0.3;0.36;0.33;0.31;0.3886;0.4677;0.1437;0.424;0.298;0.278;0.35;0.3;0.35;0.410101575306945;0.29893516097339;0.290963263719665;0.3739;0.2921;0.3338
29/11/2021;35;Atlético-GO;2;1;Bahia;H;0.38;0.33;0.29;0.43;0.31;0.26;;;;0.3296;0.5029;0.1674;0.415;0.302;0.283;0.38;0.32;0.3;0.430517800307216;0.298444825570945;0.271037374121839;0.3794;0.2999;0.3205
30/11/2021;35;Juventude;1;0;Bragantino;H;0.42;0.28;0.3;0.38;0.27;0.35;;;;0.3628;0.4569;0.1803;0.347;0.276;0.377;0.44;0.28;0.28;0.349058835134825;0.281373517578416;0.369567647286759;0.3648;0.2964;0.3387
30/11/2021;35;América-MG;3;0;Chapecoense;H;0.59;0.24;0.17;0.63;0.23;0.14;;;;0.4406;0.4158;0.1436;0.646;0.228;0.126;0.51;0.26;0.23;0.60215569095247;0.245836690333598;0.152007618713932;0.6983;0.1899;0.1117
02/12/2021;35;Grêmio;3;0;São Paulo;H;0.52;0.26;0.22;0.42;0.3;0.28;;;;0.3386;0.4081;0.2533;0.376;0.275;0.349;0.4;0.3;0.3;0.442238559917624;0.288599481958484;0.269161958123893;0.3884;0.3007;0.3107
03/12/2021;35;Athletico-PR;1;0;Cuiabá;H;0.51;0.3;0.19;0.49;0.28;0.23;;;;0.2425;0.4142;0.3432;0.446;0.317;0.237;0.5;0.29;0.21;0.415818695730484;0.329605997287565;0.25457530698195;0.524;0.2774;0.1985
03/12/2021;35;Sport;1;1;Flamengo;D;0.16;0.25;0.59;0.19;0.27;0.54;;;;0.2095;0.3562;0.4343;0.133;0.221;0.646;0.19;0.24;0.56;0.188395954009181;0.253098510281159;0.55850553570966;0.1726;0.2374;0.5898
26/11/2021;36;Bahia;3;1;Grêmio;H;0.43;0.3;0.27;0.43;0.28;0.29;0.47;0.29;0.24;;;;0.42;0.274;0.306;0.37;0.3;0.33;0.378154905924457;0.269063307812249;0.352781786263294;0.3756;0.2889;0.3353
03/12/2021;36;Chapecoense;0;1;Atlético-GO;A;0.22;0.3;0.48;0.35;0.3;0.35;0.28;0.29;0.42;;;;0.289;0.278;0.433;0.33;0.29;0.38;0.313065854024734;0.313598580976289;0.373335564998977;0.2468;0.2842;0.4689
27/11/2021;36;Bragantino;1;1;América-MG;D;0.54;0.26;0.2;0.57;0.24;0.19;0.37;0.28;0.34;;;;0.474;0.272;0.254;0.41;0.27;0.32;0.528695182224134;0.260316395291434;0.210988422484432;0.4229;0.2862;0.2907
27/11/2021;36;São Paulo;2;0;Sport;H;0.59;0.27;0.14;0.51;0.32;0.17;0.6;0.25;0.15;;;;0.599;0.282;0.119;0.59;0.28;0.13;0.530421823185232;0.304238295123812;0.165339881690956;0.6559;0.2181;0.1259
28/11/2021;36;Corinthians;1;0;Athletico-PR;H;0.53;0.26;0.21;0.53;0.26;0.21;0.47;0.29;0.24;;;;0.5;0.278;0.222;0.48;0.3;0.22;0.443223236064173;0.297812906996569;0.258963856939258;0.5318;0.282;0.1861
28/11/2021;36;Atlético-MG;2;1;Fluminense;H;0.64;0.23;0.13;0.62;0.24;0.14;0.58;0.26;0.16;;;;0.633;0.235;0.132;0.59;0.26;0.15;0.571614337502935;0.243352609112723;0.185033053384342;0.5951;0.2491;0.1557
28/11/2021;36;Internacional;1;1;Santos;D;0.56;0.25;0.19;0.52;0.27;0.21;0.51;0.27;0.22;;;;0.574;0.259;0.167;0.51;0.28;0.2;0.520571973820354;0.263124327851698;0.216303698327948;0.4876;0.2807;0.2316
30/11/2021;36;Flamengo;2;1;Ceará;H;0.64;0.2;0.16;0.7;0.19;0.11;0.52;0.28;0.2;;;;0.658;0.201;0.141;0.65;0.21;0.13;0.655646794980259;0.197113679912953;0.147239525106788;0.634;0.2196;0.1463
30/11/2021;36;Cuiabá;1;3;Palmeiras;A;0.41;0.3;0.29;0.37;0.28;0.35;0.32;0.32;0.35;;;;0.338;0.302;0.36;0.31;0.29;0.4;0.348243541531552;0.310595155084949;0.341161303383499;0.3261;0.2955;0.3783
03/12/2021;36;Fortaleza;1;0;Juventude;H;0.55;0.27;0.18;0.49;0.27;0.24;;;;;;;0.466;0.275;0.259;0.45;0.3;0.25;0.439975619650361;0.288337660113516;0.271686720236123;0.4963;0.2857;0.2178
05/12/2021;37;Corinthians;1;1;Grêmio;D;0.53;0.22;0.25;0.54;0.26;0.2;0.44;0.28;0.27;0.6447;0.1632;0.1921;0.496;0.264;0.24;0.38;0.29;0.33;0.443740502890648;0.282202906340142;0.27405659076921;0.4229;0.2907;0.2862
05/12/2021;37;Atlético-MG;4;3;Bragantino;H;0.58;0.25;0.17;0.65;0.21;0.14;0.53;0.28;0.19;0.6927;0.2038;0.1035;0.632;0.217;0.151;0.49;0.26;0.25;0.536984073329609;0.236683633615339;0.226332293055052;0.5395;0.2651;0.1953
05/12/2021;37;Bahia;2;0;Fluminense;H;0.49;0.24;0.27;0.39;0.29;0.32;0.47;0.29;0.24;0.4602;0.3207;0.2191;0.374;0.288;0.338;0.46;0.3;0.24;0.383962081843526;0.285838903773894;0.33019901438258;0.4229;0.2907;0.2862
05/12/2021;37;Ceará;0;0;América-MG;D;0.48;0.3;0.22;0.46;0.29;0.25;0.41;0.28;0.31;0.3588;0.4963;0.1449;0.429;0.295;0.276;0.37;0.29;0.34;0.453109966640449;0.292484261523375;0.254405771836176;0.4531;0.2814;0.2653
06/12/2021;37;São Paulo;3;1;Juventude;H;0.54;0.26;0.2;0.49;0.3;0.21;0.43;0.33;0.24;0.3865;0.4637;0.1498;0.516;0.283;0.201;0.52;0.3;0.18;0.479745813202164;0.298480140369872;0.221774046427964;0.5926;0.2584;0.1488
06/12/2021;37;Athletico-PR;0;0;Palmeiras;D;0.47;0.29;0.24;0.39;0.26;0.35;0.35;0.31;0.33;0.3338;0.1786;0.4876;0.349;0.269;0.382;0.37;0.28;0.35;0.372950223620856;0.277893525466511;0.349156250912634;0.3565;0.2726;0.3708
06/12/2021;37;Flamengo;0;1;Santos;A;0.56;0.25;0.19;0.7;0.19;0.11;0.47;0.3;0.23;0.3905;0.4076;0.2019;0.731;0.18;0.089;0.56;0.25;0.18;0.658819436332068;0.1957937815898;0.145386782078131;0.6085;0.2482;0.1432
06/12/2021;37;Internacional;1;2;Atlético-GO;A;0.54;0.28;0.18;0.55;0.27;0.18;0.51;0.27;0.22;0.37;0.4447;0.1852;0.537;0.271;0.192;0.45;0.29;0.26;0.550477592947228;0.273865152859866;0.175657254192906;0.5405;0.2734;0.1859
06/12/2021;37;Cuiabá;1;0;Fortaleza;H;0.43;0.31;0.26;0.45;0.29;0.26;0.45;0.27;0.28;0.4365;0.2676;0.2959;0.419;0.308;0.273;0.45;0.3;0.25;0.453749877713102;0.312774615780517;0.233475506506381;0.3786;0.2899;0.3313
06/12/2021;37;Chapecoense;0;1;Sport;A;0.35;0.33;0.32;0.37;0.32;0.31;0.33;0.29;0.38;0.362;0.2983;0.3397;0.34;0.306;0.354;0.36;0.29;0.35;0.366118082120052;0.324018330568379;0.30986358731157;0.3098;0.286;0.4041
09/12/2021;38;Fluminense;3;0;Chapecoense;H;0.68;0.2;0.12;0.67;0.21;0.12;0.63;0.14;0.22;0.5865;0.3127;0.1008;0.678;0.218;0.104;0.5;0.27;0.22;0.646921269351601;0.225171110048996;0.127907620599403;0.7041;0.1897;0.106
09/12/2021;38;Palmeiras;1;0;Ceará;H;0.44;0.29;0.27;0.6;0.23;0.17;0.37;0.34;0.29;0.3575;0.4612;0.1812;0.509;0.262;0.229;0.44;0.27;0.29;0.558717806446208;0.243421358656826;0.197860834896965;0.2845;0.2601;0.4552
09/12/2021;38;Santos;1;1;Cuiabá;D;0.46;0.32;0.22;0.47;0.31;0.22;0.45;0.25;0.3;0.3478;0.4121;0.2401;0.413;0.352;0.235;0.45;0.32;0.23;0.443377825135478;0.319181983436667;0.237440191427855;0.5613;0.2378;0.2008
09/12/2021;38;América-MG;2;0;São Paulo;H;0.53;0.26;0.21;0.44;0.31;0.25;0.39;0.31;0.3;0.4078;0.4371;0.1551;0.448;0.294;0.258;0.37;0.31;0.32;0.408765682481018;0.318175692471988;0.273058625046994;0.503;0.2586;0.2382
09/12/2021;38;Grêmio;4;3;Atlético-MG;H;0.57;0.23;0.2;0.3;0.26;0.44;0.39;0.29;0.32;0.2926;0.3888;0.3186;0.25;0.236;0.514;0.37;0.27;0.36;0.373102589323304;0.255583858043009;0.371313552633688;0.5421;0.2499;0.2078
09/12/2021;38;Fortaleza;2;1;Bahia;H;0.41;0.27;0.32;0.5;0.26;0.24;0.41;0.29;0.3;0.4695;0.3119;0.2186;0.431;0.271;0.297;0.35;0.3;0.34;0.465650627176641;0.265198461794762;0.269150911028597;0.3655;0.2856;0.3488
09/12/2021;38;Sport;1;1;Athletico-PR;D;0.46;0.33;0.21;0.35;0.33;0.32;0.29;0.33;0.37;0.3941;0.3477;0.2581;0.322;0.346;0.332;0.34;0.31;0.34;0.297209287453346;0.341344983107998;0.361445729438656;0.44;0.28;0.28
09/12/2021;38;Bragantino;1;0;Internacional;H;0.52;0.29;0.19;0.51;0.24;0.25;0.4;0.29;0.31;0.4263;0.4071;0.1666;0.44;0.254;0.306;0.39;0.26;0.34;0.455830424903554;0.259853758857025;0.284315816239421;0.4689;0.277;0.2539
09/12/2021;38;Juventude;1;0;Corinthians;H;0.53;0.26;0.21;0.351;0.3;0.349;0.37;0.31;0.31;0.3519;0.4646;0.1835;0.331;0.302;0.367;0.38;0.31;0.31;0.360969015638814;0.313952645668656;0.325078338692531;0.4817;0.2773;0.2408
09/12/2021;38;Atlético-GO;2;0;Flamengo;H;0.28;0.3;0.42;0.25;0.28;0.47;0.34;0.29;0.37;0.1448;0.5666;0.2886;0.232;0.244;0.524;0.29;0.27;0.44;0.264202689730644;0.269391324811461;0.466405985457895;0.3882;0.2831;0.3286
